skills;skills_ai_det;skills_hasai_det;desc_tier_llm;desc_conf_llm;ai_confidence;desc_ai_llm;is_real_ai;hardskills;softskills;edu_level_det;edulevel_llm;experience_min_llm;ai_det_llm_match;desc_hard_det;desc_soft_det;desc_hard_llm;desc_soft_llm;id;job_title;location;company_id;company;age_in_days;pay_currency;pay_period;salary_min;salary_mid;salary_max;rating;discover_date;job_types;remote_work_types;city;state;country;latitude;longitude;ceo;headquarters;industry;sector;revenue;size;type;year_founded;region;job_family;sector_nace;cluster_architecture__methods;cluster_bi__analytics;cluster_backend_development;cluster_certifications;cluster_cloud_computing;cluster_data_analysis__stats;cluster_data_engineering;cluster_data_science__ml;cluster_databases__storage;cluster_devops__containers;cluster_dynamic__web;cluster_enterprise__managed;cluster_enterprise_platforms;cluster_frontend_development;cluster_generative_ai;cluster_legacy__mainframe;cluster_mobile__desktop;cluster_networking;cluster_os__embedded;cluster_scripting__shell;cluster_security__identity;cluster_systems_programming;cluster_testing_qa__debugging;cluster_tools__editors;skill_cluster;website
CI/CD, React, Lean, Continuous integration, Agile;;0;none;0.9;0.9;;0;agile, ci/cd, continuous delivery, continuous integration, devops, lean, react, safe, solid;continuous learning, cross-functional collaboration, customer-focused, growth mindset, innovation, mentoring;bachelor;Bachelor's;6;1;agile, ci/cd, continuous delivery, continuous integration, devops, lean, react, safe, solid;continuous learning, cross-functional collaboration, customer-focused, growth mindset, innovation, mentoring;;;2235;Lead Software Developer - Front End React;Hyderābād;28305.0;ABC Financial Services, Inc.;28;INR;;;;;3.7;2025-09-15T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;Bill Davis;Dallas-Fort Worth, United States;Computer Hardware Development;Information Technology;Unknown / Non-Applicable;1001 to 5000 Employees;Company - Private;1981.0;Unknown;Frontend & Design;J;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;
Node.js, Agile;;0;none;0.9;0.9;;0;agile, node.js, ui;;;-;-;1;agile, node.js, ui;;;;2236;Node.js Developer;Hyderābād;5940805.0;Code Connex;323;INR;ANNUAL;360000.0;501996.0;700000.0;2.5;2025-09-24T00:00:00;;;Hyderābād;Telangana;India;17.41141;78.48478;;Hyderābād, India;;;Unknown / Non-Applicable;Unknown;Company - Public;;Unknown;Software Developer;Unknown;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;
CSS, JavaScript, Communication skills, HTML5;;0;none;0.9;0.9;;0;css, foundation, frontend development, html, javascript, web development;communication, flexibility, teamwork;;-;0;1;css, foundation, frontend development, html, javascript, web development;communication, flexibility, teamwork;;;2237;Front-End Developer;Rājkot;;Vortex Aziel;10;INR;;;;;;2025-10-03T00:00:00;Entry Level;;Rājkot;Gujarat;India;22.22706;70.91164;;;;;;;;;Unknown;Frontend & Design;Unknown;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;
React, MongoDB, AWS, Distributed systems, Django, Python, Teaching;;0;none;0.93;0.93;;0;aws, django, frontend development, mongodb, python, react, slack;communication, curiosity, independent, leadership, passion;;-;6;1;aws, django, frontend development, mongodb, python, react, slack;communication, curiosity, independent, leadership, passion;;;2238;Senior Full Stack Engineer - Frontend;Bengaluru;2521509.0;Rippling;6;INR;ANNUAL;87300.0;126050.0;182000.0;3.8;2025-10-07T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Parker Conrad;San Francisco, United States;Computer Hardware Development;Information Technology;$100 to $500 million (USD);1001 to 5000 Employees;Company - Private;2016.0;Unknown;Frontend & Design;J;0;0;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;;
Jira, CI/CD, CSS, JUnit, Software troubleshooting, React, Kubernetes, Software deployment, Writing skills, Mobile applications, iOS, Trello, Git, Test-driven development, Responsive web design, Quality assurance, Docker, JavaScript, Continuous integration, REST, Redux, Scrum, APIs, Agile, GraphQL, HTTPS, AI, React Native, Debugging;ai;1;ai_integration;0.6;0.6;AI/ML, AI, React Native, React, Redux, GraphQL, micro-frontends, server-side rendering (SSR);0;accessibility, agile, android, api, application security, babel, chai, ci/cd, code quality, continuous integration, cross-platform, css, cypress, debugging, devops, docker, elk stack, frontend development, git, grafana, graphql, https, ios, javascript, jest, jira, junit, jwt, kubernetes, micro frontends, mobile development, mocha, next.js, oauth, optimization, orchestration, prometheus, qa, react, react native, react testing library, redux, requests, responsive design, rest, safe, scrum, styled-components, tanstack query, tdd, trello, ui, ui/ux, ux, version control, webpack;collaboration, communication, cross-functional collaboration, empathy, flexibility, innovation, integrity, leadership, organization, ownership, proactive, problem solving, project management, reliability, resilience, strategic thinking, troubleshooting;bachelor;-;5;1;accessibility, agile, android, api, application security, babel, chai, ci/cd, code quality, continuous integration, cross-platform, css, cypress, debugging, devops, docker, elk stack, frontend development, git, grafana, graphql, https, ios, javascript, jest, jira, junit, jwt, kubernetes, micro frontends, mobile development, mocha, next.js, oauth, optimization, orchestration, prometheus, qa, react, react native, react testing library, redux, requests, responsive design, rest, safe, scrum, styled-components, tanstack query, tdd, trello, ui, ui/ux, ux, version control, webpack;collaboration, communication, cross-functional collaboration, empathy, flexibility, innovation, integrity, leadership, organization, ownership, proactive, problem solving, project management, reliability, resilience, strategic thinking, troubleshooting;;;2239;T&T-EAD-OIDS-Consultant | Front End Developer - Web | Delhi;Delhi;2763.0;Deloitte;9;INR;;;;;3.8;2025-10-04T00:00:00;;;;;India;20.0;77.0;Joe Ucuzoglu;New York, United States;Business consulting;Management and consulting;$25 to $50 million (USD);10000+ Employees;Company - Private;1850.0;Unknown;Frontend & Design;M;1;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;;
CI/CD, Node.js, CSS, React, Software deployment, Git, Java, Express.js, JavaScript, SCSS, Continuous integration, REST, Redux, GitHub, APIs, Front-end development, GraphQL, Figma, TypeScript, Communication skills, Debugging, HTML5, Zeplin;;0;none;0.92;0.92;;0;api, ci/cd, continuous integration, css, cypress, debugging, express, figma, frontend development, git, github, github actions, graphql, html, java, javascript, jest, next.js, node.js, react, react testing library, redux, rest, routing, scss, solid, typescript, ui, ui/ux, version control, zeplin;communication, flexibility, innovation, integrity, problem solving;bachelor;Bachelor's;3;1;api, ci/cd, continuous integration, css, cypress, debugging, express, figma, frontend development, git, github, github actions, graphql, html, java, javascript, jest, next.js, node.js, react, react testing library, redux, rest, routing, scss, solid, typescript, ui, ui/ux, version control, zeplin;communication, flexibility, innovation, integrity, problem solving;;;2240;Developer 3 - React.Js;Bengaluru;386759.0;Rightpoint;0;INR;;;;;3.4;2025-10-13T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;Ron Shamah;Chicago, United States;Information Technology Support Services;Information Technology;$100 to $500 million (USD);501 to 1000 Employees;Subsidiary or Business Segment;2007.0;Unknown;Software Developer;J;1;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;;
Web accessibility, Adobe Photoshop, CSS, WordPress, Content management systems, Adobe Illustrator, Responsive web design, Adobe Creative Suite, Graphic design, JavaScript, Adobe XD, SEO, UX, UI, Figma, Communication skills, HTML5, Time management;;0;none;0.95;0.95;;0;accessibility, adobe xd, css, figma, html, javascript, optimization, responsive design, seo, ui, ux;attention to detail, communication, creativity, innovation, problem solving, teamwork, time management;bachelor;Bachelor's;-;1;accessibility, adobe xd, css, figma, html, javascript, optimization, responsive design, seo, ui, ux;attention to detail, communication, creativity, innovation, problem solving, teamwork, time management;;;2241;Web Designer/Developer;India;2368176.0;Aviyana Ventures Pvt. Ltd.;0;INR;MONTHLY;35311.582;35311.582;35311.582;3.5;2025-10-14T00:00:00;Full-time;;;;India;20.0;77.0;;Mumbai, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;;Unknown;Frontend & Design;Unknown;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
CSS, WordPress, Responsive web design, JavaScript, Front-end development, jQuery, Debugging, HTML5;;0;none;0.9;0.9;;0;css, debugging, frontend development, html, javascript, jquery, optimization, responsive design, seo;collaboration;;-;-;1;css, debugging, frontend development, html, javascript, jquery, optimization, responsive design, seo;collaboration;;;2242;Front-End Developer;Mohali;;Webzia Infotech;4;INR;MONTHLY;20000.0;25000.0;30000.0;;2025-10-10T00:00:00;Full-time;;Mohali;Punjab;India;30.70133;76.69045;;;;;;;;;Unknown;Frontend & Design;Unknown;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
CSS, React, JavaScript, SASS, Scripting, Angular, Less, jQuery, HTML5;;0;none;0.9;0.9;;0;angular, computer vision, css, html, javascript, jquery, less, react, sass, software engineering, ui/ux;;associate;-;3;1;angular, computer vision, css, html, javascript, jquery, less, react, sass, software engineering, ui/ux;;;;2243;Front-End Developer;Sirsa;5268709.0;Zimong Software;325;INR;ANNUAL;255000.0;433662.0;737500.0;4.2;2025-09-23T00:00:00;;;Sirsa;Haryana;India;29.59869;75.01567;;Sirsa, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Public;;Unknown;Frontend & Design;Unknown;1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;
Adobe Photoshop, CSS, WordPress, Software deployment, Responsive web design, PHP, JavaScript, SEO, Communication skills, HTML5;;0;none;0.9;0.9;;0;css, html, javascript, laravel, optimization, php, responsive design, seo;attention to detail, collaboration, communication, creativity, problem solving, self-motivated;bachelor;-;2;1;css, html, javascript, laravel, optimization, php, responsive design, seo;attention to detail, collaboration, communication, creativity, problem solving, self-motivated;;;2244;Web Developer;Remote;;i3diligence;3;INR;;;;;;2025-10-10T00:00:00;Full-time;WORK_FROM_HOME;;;India;20.0;77.0;;;;;;;;;Unknown;Software Developer;Unknown;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Authentication, Node.js, React, Software deployment, Mobile applications, NoSQL, Git, MongoDB, Application development, Databases, SQL, Docker, JavaScript, PostgreSQL, Continuous integration, REST, Redux, APIs, GraphQL, React Native, MySQL, SDLC;;0;none;0.9;0.9;;0;api, api security, ci/cd, continuous integration, cross-platform, devops, docker, express, frontend development, full stack, git, graphql, https, javascript, jwt, mongodb, mysql, nest.js, node.js, nosql, oauth, postgresql, qa, rails, react, react native, redux, rest, software engineering, solid, sql, ux, version control;collaboration, cross-functional collaboration, innovation, passion;;-;5;1;api, api security, ci/cd, continuous integration, cross-platform, devops, docker, express, frontend development, full stack, git, graphql, https, javascript, jwt, mongodb, mysql, nest.js, node.js, nosql, oauth, postgresql, qa, rails, react, react native, redux, rest, software engineering, solid, sql, ux, version control;collaboration, cross-functional collaboration, innovation, passion;;;2245;Senior Software Engineer- Frontend;Mumbai;10735288.0;YuCollect;79;INR;ANNUAL;350000.0;494975.0;700000.0;-0.100000001;2025-09-26T00:00:00;Full-time;;Mumbai;Maharashtra;India;18.93013;72.83009;;Chennai, India;;;Unknown / Non-Applicable;Unknown;Company - Public;;Unknown;Frontend & Design;Unknown;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;1;0;;
CI/CD, ASP.NET, Azure, MVC, React, Relational databases, Software deployment, DevOps, C#, Microsoft SQL Server, NoSQL, Git, .NET, Databases, Microservices, SQL, Continuous integration, REST, Angular, Software development, APIs, Unit testing, AI;ai;1;none;0.62;0.62;AI/ML integration;0;angular, api, api design, asp.net, azure, azure devops, c#, ci/cd, clean code, computer vision, continuous integration, debugging, devops, dotnet, frontend development, full stack, git, hipaa, microservices, nosql, qa, react, rest, software engineering, solid, sql, sql server, system design, unit testing, web api;autonomous, collaboration, communication, cross-functional collaboration, ownership, problem solving;bachelor;Bachelor's;4;0;angular, api, api design, asp.net, azure, azure devops, c#, ci/cd, clean code, computer vision, continuous integration, debugging, devops, dotnet, frontend development, full stack, git, hipaa, microservices, nosql, qa, react, rest, software engineering, solid, sql, sql server, system design, unit testing, web api;autonomous, collaboration, communication, cross-functional collaboration, ownership, problem solving;;;2246;.Net Full Stack Developer;Bengaluru;2911877.0;Reveal Health Tech;118;INR;ANNUAL;342500.0;453321.0;600000.0;2.5;2025-09-17T00:00:00;Full-time;;Bengaluru;Karnataka;India;12.96697;77.58728;;New Albany, United States;;;$1 to $5 million (USD);1 to 50 Employees;Company - Public;;Unknown;Software Developer;Unknown;1;0;1;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;;
;;0;none;0.9;0.9;;0;;flexibility;;-;0;1;;flexibility;;;2247;Web Designer / UI Developer;India;6071588.0;Spruko Technologies;325;INR;;;;;3.8;2025-09-23T00:00:00;Full-time;;;;India;20.0;77.0;;Secunderābād, India;;;Unknown / Non-Applicable;Unknown;Company - Public;;Unknown;Frontend & Design;Unknown;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
Node.js, CSS, React, Web development, PHP, Angular, APIs, Computer skills;;0;none;0.9;0.9;;0;angular, api, cakephp, css, full stack, laravel, node.js, php, react, web development;collaboration, passion;bachelor;Bachelor's;2;1;angular, api, cakephp, css, full stack, laravel, node.js, php, react, web development;collaboration, passion;;;2248;Web Developer;Nāgpur;2899321.0;sisnolabs;325;INR;ANNUAL;237000.0;358983.0;543750.0;4.5;2025-09-22T00:00:00;Full-time;;Nāgpur;Maharashtra;India;21.15687;79.08206;;Nāgpur, India;;;Unknown / Non-Applicable;1 to 50 Employees;Company - Public;;Unknown;Software Developer;Unknown;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;
Email marketing, Node.js, CSS, React, WordPress, Web development, Content management systems, iOS, PHP, Digital marketing, JavaScript, SEO, Angular, Marketing automation, MailChimp, APIs, Google Search Console, Martech, AI, Google Analytics, Python, HTML5;ai;1;ai_integration;0.9;0.9;AI tools, AI-based Generative Engine Optimization, GEO, LLMs, chatbots, OpenAI, LangChain, agentic AI, APIs;0;android, angular, api, css, frontend development, google analytics, html, ios, javascript, langchain, laravel, node.js, openai, optimization, php, python, react, seo, solid, ui/ux, ux, vue, web development;collaboration, creativity, innovation;;-;2;1;android, angular, api, css, frontend development, google analytics, html, ios, javascript, langchain, laravel, node.js, openai, optimization, php, python, react, seo, solid, ui/ux, ux, vue, web development;collaboration, creativity, innovation;;;2249;Web Developer;Bengaluru;2068515.0;Clevertize;83;INR;ANNUAL;360000.0;464758.0;600000.0;2.3;2025-09-22T00:00:00;;;Bengaluru;Karnataka;India;12.96697;77.58728;;Bengaluru, India;Advertising & Public Relations;Media and communication;Unknown / Non-Applicable;1 to 50 Employees;Company - Private;2018.0;Unknown;Software Developer;J;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;;
Adobe Photoshop, CSS, Web development, Software deployment, JavaScript, SEO, jQuery;;0;none;0.9;0.9;;0;css, frontend development, javascript, jquery, seo, web development;multitasking;;-;2;1;css, frontend development, javascript, jquery, seo, web development;multitasking;;;2250;Front-End Developer;Jaipur;1534853.0;OweBest Technologies;325;INR;ANNUAL;360000.0;456946.0;580000.0;3.2;2025-09-23T00:00:00;;;Jaipur;Rajasthan;India;26.91429;75.79275;;Jaipur, India;;;Unknown / Non-Applicable;51 to 200 Employees;Private Practice / Firm;;Unknown;Frontend & Design;Unknown;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;;
CI/CD, Node.js, CSS, Test automation, NoSQL, Git, Responsive web design, .NET, Java, Application development, SQL, Math, JavaScript, SCSS, Continuous integration, REST, Angular, Scrum, APIs, Agile, UI, JSON, TypeScript, Communication skills, HTML5, SDLC;;0;none;0.88;0.88;;0;accessibility, agile, angular, api, ci/cd, code quality, continuous integration, css, dotnet, git, html, java, javascript, json, ngrx, node.js, nosql, qa, responsive design, rest, rxjs, scrum, scss, software engineering, sql, test automation, typescript, ui, ux;adaptability, collaboration, communication, cross-functional collaboration, innovation, interpersonal skills, leadership, mentoring, organization, ownership, resilience, teamwork;bachelor;Bachelor's;10;1;accessibility, agile, angular, api, ci/cd, code quality, continuous integration, css, dotnet, git, html, java, javascript, json, ngrx, node.js, nosql, qa, responsive design, rest, rxjs, scrum, scss, software engineering, sql, test automation, typescript, ui, ux;adaptability, collaboration, communication, cross-functional collaboration, innovation, interpersonal skills, leadership, mentoring, organization, ownership, resilience, teamwork;;;2251;Staff Software Engineer [UI Developer];Hyderābād;740889.0;GE Vernova;14;INR;ANNUAL;88000.0;265330.0;800000.0;3.9;2025-09-29T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;Scott Strazik;Cambridge, United States;Energy & Utilities;Energy, mining, utilities;$10+ billion (USD);10000+ Employees;Company - Public;1892.0;Unknown;Frontend & Design;D;1;0;1;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;;
MVC, CSS, Software troubleshooting, Relational databases, Application development, Databases, SQL, PHP, JavaScript, Software development, APIs, Unit testing, Communication skills, jQuery, HTML5, Design patterns;;0;none;0.9;0.9;;0;api, code quality, codeigniter, continuous integration, css, design patterns, frontend development, html, javascript, jquery, laravel, oop, php, software engineering, sql, symfony, unit testing;collaboration, communication, cross-functional collaboration, flexibility, innovation, passion, problem solving, troubleshooting;bachelor;Bachelor's;2;1;api, code quality, codeigniter, continuous integration, css, design patterns, frontend development, html, javascript, jquery, laravel, oop, php, software engineering, sql, symfony, unit testing;collaboration, communication, cross-functional collaboration, flexibility, innovation, passion, problem solving, troubleshooting;;;2252;PHP Developer;Mohali;;oCode Technologies;47;INR;MONTHLY;25000.0;37500.0;50000.0;;2025-09-28T00:00:00;Full-time;;Mohali;Punjab;India;30.70133;76.69045;;;;;;;;;Unknown;Software Developer;Unknown;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
CI/CD, Node.js, CSS, React, Software deployment, AWS, Machine learning, JavaScript, SCSS, Continuous integration, SASS, Redux, Software development, APIs, Data science, GraphQL, AI, Leadership, TypeScript, Communication skills, HTML5, Design patterns;ai, data science, machine learning;1;none;0.35;0.35;artificial intelligence, machine learning, data science-led innovations;0;api, aws, ci/cd, code quality, continuous integration, css, data science, design patterns, express, frontend development, graphql, html, javascript, machine learning, next.js, node.js, react, redux, rollup, sass, scss, software engineering, typescript, ui, vite, webpack;communication, cross-functional collaboration, flexibility, leadership;;-;5;0;api, aws, ci/cd, code quality, continuous integration, css, data science, design patterns, express, frontend development, graphql, html, javascript, machine learning, next.js, node.js, react, redux, rollup, sass, scss, software engineering, typescript, ui, vite, webpack;communication, cross-functional collaboration, flexibility, leadership;;;2253;Lead Frontend Developer;Hyderābād;9231045.0;AbhiBus;45;INR;ANNUAL;210000.0;396333.0;748000.0;3.9;2025-09-29T00:00:00;Full-time;;Hyderābād;Telangana;India;17.41141;78.48478;;Hyderābād, India;;;Unknown / Non-Applicable;201 to 500 Employees;Company - Private;;Unknown;Frontend & Design;Unknown;1;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;;
